,Causa_Direta,Natureza,Interrupcao (h),Hora
2669,Interferência de Terceiro,Atropelamento,9.5,15
2670,Interferência de Terceiro,Abalroamento,4.3,16
2671,Interferência de Terceiro,Atropelamento,4.0,17
2672,Interferência de Terceiro,Atropelamento,0.0,23
2673,Interferência de Terceiro,Abalroamento,1.2,12
2674,Casos Fortuitos ou de Força Maior,Incêndio,0.0,15
2675,Interferência de Terceiro,Atropelamento,2.2,6
2676,Interferência de Terceiro,Abalroamento,0.7,22
2677,Interferência de Terceiro,Abalroamento,3.0,11
2678,Interferência de Terceiro,Abalroamento,0.4,15
2679,Interferência de Terceiro,Abalroamento,2.3,0
2680,Material Rodante,Descarrilamento,0.0,21
2681,Interferência de Terceiro,Abalroamento,1.0,1
2682,Material Rodante,Descarrilamento,7.2,16
2683,Via Permanente,Descarrilamento,3.5,18
2684,Interferência de Terceiro,Abalroamento,12.2,18
2685,Casos Fortuitos ou de Força Maior,Abalroamento,4.0,21
2686,Interferência de Terceiro,Abalroamento,0.9,8
2687,Interferência de Terceiro,Abalroamento,0.6,14
2688,Interferência de Terceiro,Atropelamento,1.5,17
2689,Interferência de Terceiro,Abalroamento,0.5,18
2690,Casos Fortuitos ou de Força Maior,Descarrilamento,1.6,3
2691,Interferência de Terceiro,Abalroamento,0.0,6
2692,Material Rodante,Descarrilamento,16.3,13
2693,Via Permanente,Descarrilamento,24.0,14
2694,Interferência de Terceiro,Abalroamento,1.8,17
2695,Interferência de Terceiro,Abalroamento,1.0,18
2696,Casos Fortuitos ou de Força Maior,Colisão,0.0,16
2697,Interferência de Terceiro,Abalroamento,0.0,21
2698,Interferência de Terceiro,Abalroamento,0.0,21
2699,Casos Fortuitos ou de Força Maior,Atropelamento,0.0,5
2700,Interferência de Terceiro,Atropelamento,1.0,19
2701,Interferência de Terceiro,Abalroamento,1.4,11
2702,Interferência de Terceiro,Abalroamento,0.0,12
2703,Interferência de Terceiro,Atropelamento,0.0,17
2704,Interferência de Terceiro,Atropelamento,3.0,18
2705,Interferência de Terceiro,Abalroamento,0.5,21
2706,Interferência de Terceiro,Atropelamento,1.0,5
2707,Interferência de Terceiro,Atropelamento,0.0,8
2708,Interferência de Terceiro,Abalroamento,0.0,18
2709,Interferência de Terceiro,Atropelamento,1.1,17
2710,Interferência de Terceiro,Atropelamento,1.0,18
2711,Interferência de Terceiro,Abalroamento,1.3,15
2712,Interferência de Terceiro,Abalroamento,1.1,8
2713,Outras Causas,Atropelamento,0.0,9
2714,Interferência de Terceiro,Atropelamento,0.5,15
2715,Interferência de Terceiro,Abalroamento,1.6,17
2716,Interferência de Terceiro,Abalroamento,1.3,19
2717,Interferência de Terceiro,Atropelamento,1.5,23
2718,Interferência de Terceiro,Abalroamento,2.0,11
2719,Interferência de Terceiro,Atropelamento,0.0,1
2720,Interferência de Terceiro,Abalroamento,2.0,11
2721,Interferência de Terceiro,Atropelamento,3.0,20
2722,Interferência de Terceiro,Abalroamento,0.0,17
2723,Interferência de Terceiro,Atropelamento,1.4,12
2724,Interferência de Terceiro,Atropelamento,1.6,8
2725,Interferência de Terceiro,Abalroamento,0.0,21
2726,Interferência de Terceiro,Abalroamento,0.4,13
2727,Interferência de Terceiro,Atropelamento,0.1,11
2728,Via Permanente,Descarrilamento,24.0,22
2729,Interferência de Terceiro,Atropelamento,1.5,15
2730,Interferência de Terceiro,Abalroamento,2.0,18
2731,Interferência de Terceiro,Incêndio,0.5,20
2732,Interferência de Terceiro,Abalroamento,1.4,23
2733,Interferência de Terceiro,Abalroamento,0.7,23
2734,Interferência de Terceiro,Atropelamento,2.0,17
2735,Via Permanente,Descarrilamento,24.0,22
2736,Via Permanente,Descarrilamento,0.0,8
2737,Via Permanente,Descarrilamento,20.4,16
2738,Material Rodante,Descarrilamento,23.0,3
2739,Interferência de Terceiro,Atropelamento,1.0,11
2740,Interferência de Terceiro,Atropelamento,1.8,16
2741,Interferência de Terceiro,Abalroamento,0.5,21
2742,Interferência de Terceiro,Atropelamento,3.0,16
2743,Interferência de Terceiro,Abalroamento,1.6,3
2744,Interferência de Terceiro,Atropelamento,2.0,21
2745,Via Permanente,Descarrilamento,6.3,17
2746,Interferência de Terceiro,Abalroamento,1.4,4
2747,Interferência de Terceiro,Atropelamento,0.0,11
2748,Interferência de Terceiro,Abalroamento,2.0,18
2749,Interferência de Terceiro,Atropelamento,1.5,7
2750,Interferência de Terceiro,Abalroamento,0.9,7
2751,Interferência de Terceiro,Abalroamento,3.0,12
2752,Via Permanente,Descarrilamento,24.0,15
2753,Via Permanente,Descarrilamento,0.0,2
2754,Interferência de Terceiro,Abalroamento,0.3,11
2755,Interferência de Terceiro,Abalroamento,1.0,8
2756,Interferência de Terceiro,Abalroamento,4.9,1
2757,Interferência de Terceiro,Abalroamento,0.0,3
2758,Interferência de Terceiro,Abalroamento,1.8,17
2759,Interferência de Terceiro,Abalroamento,0.0,16
2760,Interferência de Terceiro,Atropelamento,3.8,23
2761,Interferência de Terceiro,Abalroamento,1.0,2
2762,Via Permanente,Descarrilamento,18.9,12
2763,Interferência de Terceiro,Atropelamento,1.0,22
2764,Interferência de Terceiro,Abalroamento,0.7,17
2765,Interferência de Terceiro,Abalroamento,0.0,17
2766,Interferência de Terceiro,Atropelamento,1.0,9
2767,Interferência de Terceiro,Atropelamento,2.8,9
2768,Interferência de Terceiro,Abalroamento,0.3,9
2769,Via Permanente,Descarrilamento,0.0,23
2770,Interferência de Terceiro,Atropelamento,3.0,5
2771,Interferência de Terceiro,Abalroamento,0.0,7
2772,Interferência de Terceiro,Abalroamento,1.6,10
2773,Interferência de Terceiro,Atropelamento,5.8,11
2774,Interferência de Terceiro,Abalroamento,0.0,11
2775,Interferência de Terceiro,Abalroamento,3.0,13
2776,Interferência de Terceiro,Atropelamento,0.6,16
2777,Interferência de Terceiro,Abalroamento,2.1,6
2778,Interferência de Terceiro,Abalroamento,1.2,17
2779,Interferência de Terceiro,Atropelamento,4.0,21
2780,Interferência de Terceiro,Abalroamento,3.0,21
2781,Via Permanente,Descarrilamento,15.1,7
2782,Falha Humana,Descarrilamento,26.5,8
2783,Interferência de Terceiro,Atropelamento,0.2,2
2784,Interferência de Terceiro,Atropelamento,1.3,0
2785,Interferência de Terceiro,Abalroamento,1.9,7
2786,Interferência de Terceiro,Atropelamento,0.2,8
2787,Interferência de Terceiro,Atropelamento,0.6,15
2788,Interferência de Terceiro,Atropelamento,0.8,18
2789,Interferência de Terceiro,Atropelamento,0.0,10
2790,Interferência de Terceiro,Atropelamento,0.0,10
2791,Interferência de Terceiro,Abalroamento,0.4,16
2792,Via Permanente,Descarrilamento,3.6,11
2793,Interferência de Terceiro,Atropelamento,0.0,5
2794,Interferência de Terceiro,Atropelamento,2.0,6
2795,Via Permanente,Descarrilamento,6.0,11
2796,Interferência de Terceiro,Atropelamento,0.4,21
2797,Interferência de Terceiro,Atropelamento,0.2,6
2798,Via Permanente,Descarrilamento,10.3,15
2799,Interferência de Terceiro,Atropelamento,0.0,16
2800,Interferência de Terceiro,Atropelamento,1.2,20
2801,Interferência de Terceiro,Descarrilamento,24.0,23
2802,Via Permanente,Descarrilamento,4.5,13
2803,Interferência de Terceiro,Atropelamento,5.4,12
2804,Via Permanente,Descarrilamento,5.3,0
2805,Interferência de Terceiro,Abalroamento,1.0,0
2806,Via Permanente,Descarrilamento,17.5,13
2807,Interferência de Terceiro,Atropelamento,0.0,16
2808,Via Permanente,Descarrilamento,3.5,20
2809,Material Rodante,Descarrilamento,20.0,22
2810,Interferência de Terceiro,Abalroamento,1.3,16
2811,Interferência de Terceiro,Atropelamento,2.6,1
2812,Interferência de Terceiro,Atropelamento,0.0,10
2813,Interferência de Terceiro,Atropelamento,2.0,21
2814,Interferência de Terceiro,Abalroamento,0.0,0
2815,Interferência de Terceiro,Abalroamento,0.5,6
2816,Interferência de Terceiro,Abalroamento,2.0,9
2817,Interferência de Terceiro,Atropelamento,1.0,15
2818,Interferência de Terceiro,Atropelamento,1.2,17
2819,Interferência de Terceiro,Abalroamento,2.3,3
2820,Via Permanente,Descarrilamento,8.3,7
2821,Interferência de Terceiro,Abalroamento,4.2,9
2822,Falha Humana,Descarrilamento,2.1,11
2823,Interferência de Terceiro,Atropelamento,1.5,6
2824,Interferência de Terceiro,Abalroamento,1.4,18
2825,Via Permanente,Descarrilamento,21.8,17
2826,Interferência de Terceiro,Atropelamento,1.7,9
2827,Interferência de Terceiro,Abalroamento,2.0,20
2828,Interferência de Terceiro,Abalroamento,1.1,4
2829,Interferência de Terceiro,Atropelamento,0.8,12
2830,Interferência de Terceiro,Abalroamento,0.0,6
2831,Interferência de Terceiro,Abalroamento,4.0,7
2832,Interferência de Terceiro,Atropelamento,0.0,10
2833,Gestão,Incêndio,0.0,11
2834,Interferência de Terceiro,Abalroamento,1.6,9
2835,Interferência de Terceiro,Atropelamento,1.2,13
2836,Interferência de Terceiro,Atropelamento,0.0,5
2837,Interferência de Terceiro,Atropelamento,1.0,14
2838,Interferência de Terceiro,Atropelamento,3.4,1
2839,Interferência de Terceiro,Abalroamento,0.0,6
2840,Interferência de Terceiro,Abalroamento,1.0,21
2841,Interferência de Terceiro,Atropelamento,7.0,8
2842,Interferência de Terceiro,Atropelamento,4.2,15
2843,Interferência de Terceiro,Abalroamento,0.4,19
2844,Interferência de Terceiro,Atropelamento,3.0,20
2845,Interferência de Terceiro,Atropelamento,0.9,8
2846,Interferência de Terceiro,Abalroamento,0.0,17
2847,Interferência de Terceiro,Abalroamento,0.5,11
2848,Via Permanente,Descarrilamento,52.7,12
2849,Via Permanente,Descarrilamento,7.5,4
2850,Via Permanente,Descarrilamento,0.0,11
2851,Interferência de Terceiro,Abalroamento,1.4,12
2852,Material Rodante,Descarrilamento,4.2,19
2853,Interferência de Terceiro,Atropelamento,0.9,7
2854,Interferência de Terceiro,Abalroamento,0.0,9
2855,Material Rodante,Descarrilamento,4.1,1
2856,Interferência de Terceiro,Abalroamento,2.2,6
2857,Interferência de Terceiro,Abalroamento,8.1,6
2858,Interferência de Terceiro,Atropelamento,3.0,20
2859,Interferência de Terceiro,Abalroamento,1.0,18
2860,Interferência de Terceiro,Abalroamento,4.9,20
2861,Interferência de Terceiro,Descarrilamento,7.1,1
2862,Interferência de Terceiro,Abalroamento,3.8,3
2863,Interferência de Terceiro,Atropelamento,0.0,21
2864,Interferência de Terceiro,Abalroamento,0.5,23
2865,Via Permanente,Descarrilamento,3.5,5
2866,Via Permanente,Descarrilamento,4.7,12
2867,Interferência de Terceiro,Abalroamento,0.3,18
2868,Interferência de Terceiro,Atropelamento,2.7,5
2869,Via Permanente,Descarrilamento,3.3,5
2870,Interferência de Terceiro,Abalroamento,2.0,16
2871,Interferência de Terceiro,Abalroamento,0.3,23
2872,Via Permanente,Descarrilamento,22.5,16
2873,Interferência de Terceiro,Atropelamento,3.0,20
2874,Interferência de Terceiro,Atropelamento,1.0,21
2875,Interferência de Terceiro,Atropelamento,2.7,9
2876,Via Permanente,Descarrilamento,0.0,7
2877,Interferência de Terceiro,Atropelamento,0.0,23
2878,Interferência de Terceiro,Abalroamento,2.2,12
2879,Interferência de Terceiro,Abalroamento,0.5,14
2880,Interferência de Terceiro,Abalroamento,2.7,7
2881,Interferência de Terceiro,Abalroamento,5.3,9
2882,Material Rodante,Descarrilamento,10.1,14
2883,Interferência de Terceiro,Atropelamento,1.0,18
2884,Interferência de Terceiro,Atropelamento,1.5,9
2885,Interferência de Terceiro,Atropelamento,0.4,12
2886,Interferência de Terceiro,Atropelamento,1.4,20
2887,Outras Causas,Descarrilamento,0.0,2
2888,Outras Causas,Descarrilamento,22.6,8
2889,Interferência de Terceiro,Abalroamento,2.1,8
2890,Interferência de Terceiro,Abalroamento,0.0,16
2891,Interferência de Terceiro,Atropelamento,2.2,10
2892,Interferência de Terceiro,Atropelamento,0.0,12
2893,Interferência de Terceiro,Atropelamento,0.0,15
2894,Interferência de Terceiro,Atropelamento,0.0,22
2895,Via Permanente,Descarrilamento,24.0,7
2896,Interferência de Terceiro,Abalroamento,1.0,7
2897,Outras Causas,Descarrilamento,0.0,13
2898,Interferência de Terceiro,Atropelamento,0.0,4
2899,Interferência de Terceiro,Abalroamento,0.0,22
2900,Interferência de Terceiro,Abalroamento,1.3,12
2901,Interferência de Terceiro,Abalroamento,0.0,8
2902,Interferência de Terceiro,Abalroamento,0.0,16
2903,Interferência de Terceiro,Atropelamento,5.5,18
2904,Via Permanente,Descarrilamento,5.0,7
2905,Interferência de Terceiro,Abalroamento,1.3,12
2906,Interferência de Terceiro,Atropelamento,0.0,14
2907,Interferência de Terceiro,Atropelamento,0.0,3
2908,Interferência de Terceiro,Abalroamento,1.0,19
2909,Interferência de Terceiro,Atropelamento,0.0,19
2910,Via Permanente,Descarrilamento,11.0,21
2911,Interferência de Terceiro,Abalroamento,3.0,10
2912,Interferência de Terceiro,Atropelamento,0.8,16
2913,Via Permanente,Descarrilamento,12.4,10
2914,Interferência de Terceiro,Atropelamento,0.0,18
2915,Interferência de Terceiro,Abalroamento,0.5,1
2916,Interferência de Terceiro,Atropelamento,0.7,12
2917,Material Rodante,Descarrilamento,7.0,4
2918,Interferência de Terceiro,Atropelamento,0.4,17
2919,Interferência de Terceiro,Atropelamento,3.0,15
2920,Interferência de Terceiro,Abalroamento,4.0,12
2921,Via Permanente,Descarrilamento,37.6,16
2922,Via Permanente,Descarrilamento,7.2,2
2923,Interferência de Terceiro,Abalroamento,0.1,11
2924,Interferência de Terceiro,Abalroamento,1.5,18
2925,Interferência de Terceiro,Abalroamento,0.9,2
2926,Interferência de Terceiro,Abalroamento,1.0,7
2927,Interferência de Terceiro,Atropelamento,5.0,13
2928,Interferência de Terceiro,Atropelamento,1.0,16
2929,Interferência de Terceiro,Abalroamento,0.6,6
2930,Via Permanente,Descarrilamento,35.0,8
2931,Interferência de Terceiro,Atropelamento,0.5,13
2932,Interferência de Terceiro,Abalroamento,2.0,19
2933,Casos Fortuitos ou de Força Maior,Colisão,0.0,10
2934,Interferência de Terceiro,Abalroamento,0.0,20
2935,Casos Fortuitos ou de Força Maior,Descarrilamento,8.0,12
2936,Interferência de Terceiro,Abalroamento,2.0,3
2937,Via Permanente,Descarrilamento,0.0,1
2938,Via Permanente,Descarrilamento,1.3,2
2939,Interferência de Terceiro,Abalroamento,0.2,18
2940,Interferência de Terceiro,Abalroamento,2.0,18
2941,Interferência de Terceiro,Atropelamento,0.0,5
2942,Interferência de Terceiro,Abalroamento,5.0,9
2943,Interferência de Terceiro,Atropelamento,0.0,7
2944,Interferência de Terceiro,Atropelamento,2.5,0
2945,Interferência de Terceiro,Abalroamento,0.3,13
2946,Interferência de Terceiro,Abalroamento,0.5,15
2947,Interferência de Terceiro,Atropelamento,0.0,20
2948,Interferência de Terceiro,Atropelamento,0.0,22
2949,Material Rodante,Incêndio,0.0,5
2950,Outras Causas,Descarrilamento,3.2,14
2951,Interferência de Terceiro,Abalroamento,0.0,15
2952,Interferência de Terceiro,Atropelamento,0.0,17
2953,Interferência de Terceiro,Abalroamento,0.0,12
2954,Interferência de Terceiro,Atropelamento,2.0,0
2955,Interferência de Terceiro,Abalroamento,0.0,16
2956,Interferência de Terceiro,Abalroamento,2.0,18
2957,Interferência de Terceiro,Abalroamento,0.0,20
2958,Interferência de Terceiro,Atropelamento,0.0,21
2959,Interferência de Terceiro,Abalroamento,0.0,19
2960,Via Permanente,Descarrilamento,26.0,2
2961,Interferência de Terceiro,Abalroamento,0.1,10
2962,Casos Fortuitos ou de Força Maior,Descarrilamento,0.0,22
2963,Via Permanente,Descarrilamento,10.0,7
2964,Via Permanente,Descarrilamento,47.5,14
2965,Interferência de Terceiro,Abalroamento,0.0,14
2966,Material Rodante,Descarrilamento,0.0,6
